Internal ID,id,title,description,price,sale_price,link,image_link,Name
10242,31682229207125,Small White Baroque Pearl Earrings,"These elegant stud earrings are crafted of yellow gold embellished with luminous baroque pearls. Revered for their alluring luster and classic beauty, pearls are widely recognized as symbols of purity, integrity and wisdom gained through experience. White freshwater cultured pearls, 8.5x9mm. 14-karat yellow gold. Pierced only.",450.00,,https://gumps.com/products/14kt-yg-white-flake-pearl-earrings,,125730 PE
7511,30943566463061,Black Jade & Gold Station Rope Necklace,"Since 1861, Gump's has been a destination for jewelry that is distinctive, extraordinary and timeless. From developing the design to overseeing the production, our expert in-house team ensures each piece in our signature collection is created to our exacting standards. The result is a statement of pure elegance.  Black nephrite jade, 5mm. 14-karat yellow gold. 36""L continuous",1150.00,,https://gumps.com/products/black-jade-gold-station-rope-necklace,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/125752_1.jpg,125752
14455,32194409365589,Faceted Amethyst Ring,"Since 1861, Gump's has been a destination for jewelry that is distinctive and timeless. Our signature collection- we develop the design, carefully select each gemstone and oversee the production from start to finish. Featuring only the finest materials, each piece is a statement of elegance. Amethyst, 8.00ctw. 14-karat yellow gold. Top 5/8"" L x 7/16"" W. ",1400.00,,https://gumps.com/products/gump-x27-s-signature-faceted-amethyst-ring,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/125780-1.jpg,125780 : 125780 6
14456,32194409398357,Faceted Amethyst Ring,"Since 1861, Gump's has been a destination for jewelry that is distinctive and timeless. Our signature collection- we develop the design, carefully select each gemstone and oversee the production from start to finish. Featuring only the finest materials, each piece is a statement of elegance. Amethyst, 8.00ctw. 14-karat yellow gold. Top 5/8"" L x 7/16"" W. ",1400.00,,https://gumps.com/products/Faceted-Amethyst-Ring,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/125780-1.jpg,125780 : 125780 6-5
14457,32194409431125,Faceted Amethyst Ring,"Since 1861, Gump's has been a destination for jewelry that is distinctive and timeless. Our signature collection- we develop the design, carefully select each gemstone and oversee the production from start to finish. Featuring only the finest materials, each piece is a statement of elegance. Amethyst, 8.00ctw. 14-karat yellow gold. Top 5/8"" L x 7/16"" W. ",1400.00,,https://gumps.com/products/Faceted-Amethyst-Ring,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/125780-1.jpg,125780 : 125780 7
15411,32509662855253,Faceted Amethyst Ring,"Since 1861, Gump's has been a destination for jewelry that is distinctive and timeless. Our signature collection- we develop the design, carefully select each gemstone and oversee the production from start to finish. Featuring only the finest materials, each piece is a statement of elegance. Amethyst, 8.00ctw. 14-karat yellow gold. Top 5/8"" L x 7/16"" W. ",1400.00,,https://gumps.com/products/Faceted-Amethyst-Ring,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/125780-1.jpg,125780 : 125780 7-5
14458,32194409463893,Faceted Amethyst Ring,"Since 1861, Gump's has been a destination for jewelry that is distinctive and timeless. Our signature collection- we develop the design, carefully select each gemstone and oversee the production from start to finish. Featuring only the finest materials, each piece is a statement of elegance. Amethyst, 8.00ctw. 14-karat yellow gold. Top 5/8"" L x 7/16"" W. ",1400.00,,https://gumps.com/products/Faceted-Amethyst-Ring,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/125780-1.jpg,125780 : 125780 8
1886,30952090599509,"Steak Knives, Set of 6","<p>Using techniques dating back more than 100 years, the cutlers of France’s Laguiole region handcraft these stainless-steel steak knives of 18/10 stainless steel. Each blade is honed to razor sharpness; the handles are riveted.</p> <ul> <li>Precision-forged 18/10 stainless steel.</li> <li>Honed blades.</li> <li>Riveted handles</li> <li>Handmade in France.</li> <li>Dishwasher-safe.</li> </ul>",225.00,,https://gumps.com/products/laguiole-steak-knives-set-6,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/145987_1.png,145987
3540,30952095514709,Monet Book Limoges,,399.00,,https://gumps.com/products/monet-book-limoges,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/149084_1.jpg,149084
3886,32067575218261,Mandarin Media Console Small,,1498.00,999.00,https://gumps.com/products/Mandarin-Media-Console-Small,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/157223-1.jpg,157223 : 157223 HN
12595,32067488677973,Cambria Sofa,"Designer Maria Yee is renowned for creating irresistibly comfortable and eco-friendly furniture. Inspired by the Shinto gate architecture, her Cambria design elements are softened with simple and elegant fabric. Fusing function and form, this expertly handcrafted sofa is made from responsibly harvested ghinmu hardwood. Traditional all-wood joinery provides lasting strength and stability without the use of nails or screws. The supple, top-grain leather cushions have a soft feather/down fill. Black leather with Umber finish. 85""W x 34""D x 29""H. White Glove Service included.   ",5498.00,,https://gumps.com/products/cambria-sofa-umber-viola,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/160953_1.png,160953
1965,30883948298325,Voyagers Trunk Small,,545.00,,https://gumps.com/products/voyagers-trunk-small,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/168341_1.jpg,168341
1972,30883949084757,Sakura Lamp,"<p>Cherry blossoms and birds of paradise add graceful scenery to our lamp, crafted of porcelain in the style of a Chinese urn. The golden finish shimmers softly under the round black fabric shade.</p> <ul> <li>A Gump's exclusive.</li> <li>Porcelain body; wood base; black fabric shade.</li> <li>On/off switch.</li> <li>100W max.</li> <li>UL Listed.</li> <li>15"" diam. x 26""H.</li> </ul>",245.00,,https://gumps.com/products/gold-jar-lamp-w-cherry-blossom,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/168725_1.jpg,168725
1986,30883976052821,Almara Etagere,"<p>Our étagère is crafted by hand from solid hardwood and clad in rich cherry veneers. It pairs four open shelves with a cabinet, offering space for both storage and display. Fitted with solid brass hardware and expertly finished on all sides, so it can be placed anywhere in the room.</p> <ul> <li>Solid hardwood; rich cherry veneers.</li> <li>Solid brass hardware.</li> <li>Expertly finished.</li> <li>26""W x 16 1⁄2""D x 74""H.</li> </ul> ",998.00,799.00,https://gumps.com/products/almara-etagere,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/169637_1.jpg,169637
2005,30883976544341,Larson Side Table,"<p>Tiered circles of glass are set within an antiqued-bronze iron frame, creating a perfectly proportioned nightstand or end table. Finish is hand applied.</p> <ul> <li>Antiqued-bronze iron frame; glass.</li> <li>Hand-applied finish.</li> <li>16"" diam. x 24""H.</li> </ul>",345.00,,https://gumps.com/products/small-larson-round-table-clear-glass,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/172272_1.jpg,172272
2007,31212465160277,Emerson Rattan Dining Table,"<p>Skilled artisans handcraft this dining table with thick rattan-pole frames, Asian-inspired fretwork and leather-wrapped joints, then finish each piece in a deep, hand-applied stain to highlight its elegant lines. Its thick, tempered-glass top showcases the craftsmanship and beauty of the X-shaped base.</p> <ul> <li>Handcrafted thick rattan-pole frames.</li> <li>Leather-wrapped joints.</li> <li>Hand-applied stain finish.</li> <li>Tempered-glass top.</li> <li>Imported.</li> <li>48"" diam. x 29""H.</li> </ul>",1095.00,599.00,https://gumps.com/products/emerson-rattan-dining-table,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/172291_1.jpg,172291
2013,30941467803733,Elephant Tapestry Woven Pillows Set of 2,"An elephant so majestic, it takes a pair of pillows to contain him. Tapestry woven for wonderful detail and subtle shading, our pillows are double-sided, so you can face the elephant left or right. They are woven from easy-care, fade-resistant polyolefin, finished with hidden zippers and plumped with duck feather inserts. 16"" sq. Made in the Netherlands.",198.00,,https://gumps.com/products/elephant-tapestry-pillows-set-2,,172347
12594,32067488612437,"40"" Miyako Tansu Console Table, Tuscan","Maria Yee's Miyako collection reinvents the traditional tansu with a modern eye, echoing the elegant simplicity and warmth of the antique storage cabinets in sustainably grown ghinmu hardwood and earth-friendly finishes. Handcrafted by skilled artisans without a single nail or screw, this console combines heirloom quality with thoughtful design. Features two cubby shelves and two deep drawers. Hand-forged iron hardware. 40""W x 16""D x 29""H.",1548.00,,https://gumps.com/products/40-tansu-console-tuscan,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/172495_1.jpg,172495
5450,31432648654933,Atlas Whiskey Decanter,"You've got the whole world in your hands. Handmade crystal Founded in 1824 by José Ferreira Pinto Basto, Vista Alegre is a storied Portuguese brand celebrated for its expertly crafted glassware and ceramics. 9""H; 27 oz.",345.00,,https://gumps.com/products/vista-alegre-atlas-whiskey-decanter,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/173686_1.jpg,173686
5017,31126245736533,Pebbles Double Old-Fashioned Glass,"Using the whisky pattern shape as a starting point, Moser's master engravers have come up with a whimsical ""Pebbles"" pattern, which resembles both small stones and little chunks of ice. Moser crystal was founded in 1857, and since then has been dedicated to creating lead-free mouthblown crystal collections of superior artistry, originality, and sleek simplicity. With extraordinary craftsmanship, talented glass artists enrich each piece with a unique spectrum of colors, adding to the form's intensity. Handcrafted crystal. 4""H; 12.5 oz.",159.00,,https://gumps.com/products/pebbles-dof,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/502517-1.jpg,502517 : 502517 AQ
5019,31126245834837,Pebbles Double Old-Fashioned Glass,"Using the whisky pattern shape as a starting point, Moser's master engravers have come up with a whimsical ""Pebbles"" pattern, which resembles both small stones and little chunks of ice. Moser crystal was founded in 1857, and since then has been dedicated to creating lead-free mouthblown crystal collections of superior artistry, originality, and sleek simplicity. With extraordinary craftsmanship, talented glass artists enrich each piece with a unique spectrum of colors, adding to the form's intensity. Handcrafted crystal. 4""H; 12.5 oz.",159.00,,https://gumps.com/products/Pebbles-Double-Old-Fashioned-Glass,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/502517-1.jpg,502517 : 502517 CE
5020,31126245900373,Pebbles Double Old-Fashioned Glass,"Using the whisky pattern shape as a starting point, Moser's master engravers have come up with a whimsical ""Pebbles"" pattern, which resembles both small stones and little chunks of ice. Moser crystal was founded in 1857, and since then has been dedicated to creating lead-free mouthblown crystal collections of superior artistry, originality, and sleek simplicity. With extraordinary craftsmanship, talented glass artists enrich each piece with a unique spectrum of colors, adding to the form's intensity. Handcrafted crystal. 4""H; 12.5 oz.",159.00,,https://gumps.com/products/Pebbles-Double-Old-Fashioned-Glass,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/502517-1.jpg,502517 : 502517 SO
11233,31859224805461,Blue Lace Agate Bead Earrings,"Since 1861, Gump's has been a destination for jewelry that is distinctive, extraordinary and timeless.  We develop the design, carefully select each gemstone and oversee the production from start to finish. Featuring only the finest materials, each piece is a statement of timeless elegance.  Blue lace agate, 10mm. 14-karat yellow gold. Pierced only  ",275.00,,https://gumps.com/products/earrings-14ktyg-blue-lace-agate-bead,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/529574_1.jpg,529574
11062,31854195671125,12mm Green Nephrite Jade & Gold Necklace,"<p>Since 1861, Gump's has been a destination for jewelry that is distinctive, extraordinary and timeless — and our jade collection is no exception. Once considered more precious than gold, jade has been more highly prized in Asia than any other gemstone. Treasured for thousands of years, it represents harmony, balance and protection, and is thought to bring good luck to the wearer.</p> <ul> <li>Green nephrite jade, 12mm.</li> <li>Diamonds, 0.06ctw. </li> <li>18-karat yellow gold.</li> <li>17""L.</li> </ul> ",1850.00,,https://gumps.com/products/necklace-18kt-yg-dia-green-nephrite-12mm,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/530884_1.jpg,530884
34599,39543594156226,Tiny Lapis Rough-Cut Earrings,"<p>A native of Germany now based in San Francisco, Petra Class has been handcrafting sculptural, contemporary jewelry for over 25 years. The esteemed jeweler is known for transforming semi-precious gemstones and textured metals into wearable works of art.</p>  <ul> <li>Lapis.</li> <li>18- and 22-karat yellow gold.</li> <li>1/4"" diam.</li> <li>Pierced only.</li> </ul>  ",1150.00,,https://gumps.com/products/tiny-lapis-rough-cut-earrings,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/533530_1.jpg,533530
11477,31867667710037,Petite Aquamarine Crystal Earrings,"These elegant earrings are set with petite rough cut aquamarine crystals. A native of Germany now based in San Francisco, Petra Class has been handcrafting sculptural, contemporary jewelry for over 25 years. The esteemed jeweler is known for transforming semi-precious gemstones and textured metals into wearable works of art. Aquamarine. 18- and 22-karat yellow gold. 3/8"" Diam. ",1265.00,,https://gumps.com/products/earrings-18kt-22ktyg-aquamarine-tiny,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/537874_1.jpg,537874
2083,30952155545685,Highgate Heart Bud Vase,,90.00,,https://gumps.com/products/bud-vase-highgate-heart,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/630341_1.jpg,630341
2092,30952158593109,Lismore Heart Bowl,,100.00,,https://gumps.com/products/lismore-heart-bowl-4in,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/632407_1.jpg,632407
10245,31682259386453,Bamboo Pearl Drop Earrings,"Since 1861, Gump's has been a destination for jewelry that is distinctive, extraordinary and timeless. Our signature collection is made in-house — from developing the design to overseeing the production. To create these earrings, each pearl is carefully selected for quality, color and shape. Freshwater cultured pearls. 14-karat yellow gold. Pierced only. 1""L x 1/8""W. ",450.00,,https://gumps.com/products/stick-pearl-drop-earrings,,660794 PE
8805,30943564595285,Graduated White Pearl & Gold Necklace,"<p>Simple statements of elegance, pearls have been a mainstay in Gump's fine jewelry assortment for decades. Revered for their alluring luster and classic beauty, they are widely recognized as symbols of purity, integrity and wisdom gained through experience. To create this necklace, each pearl is carefully selected for quality, color and shape.</p> <ul> <li>Freshwater cultured pearls, 3-7mm.</li> <li>14-karat yellow gold.</li> <li>17 1/2""L.</li> </ul>",850.00,,https://gumps.com/products/18kyg-graduated-white-fw-pearl-necklace,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/661193_1.jpg,661193
10240,31682229796949,Gold Hoop & Amethyst Bead Earrings,"These earrings each feature a yellow gold huggie hoop tipped with a smooth amethyst bead. This vibrant pair is ideal for adding a subtle touch of color to any wardrobe. Amethyst, 10mm. 14-karat yellow gold. Overall: 1""L",550.00,,https://gumps.com/products/18kyg-hoop-w-amethyst-drop-earrings,,661301 PE
10343,31682229239893,9mm White Pearl Earrings,"Lustrous freshwater cultured pearls set with gold. A timeless classic, pearl earrings have been a mainstay in Gump's fine jewelry assortment for decades. Each pearl is carefully selected for quality, color and shape. Freshwater cultured pearl, 9mm. 14-karat yellow gold. Pierced only.",495.00,,https://gumps.com/products/14kyg-9-5mm-fw-pearl-stud-earrings,,661406 PE
11482,31868027732053,Small Mobius Earrings,"Made of etched yellow gold, these unique earrings beautifully complement any ensemble. A native of Germany now based in San Francisco, Petra Class has been handcrafting sculptural, contemporary jewelry for over 25 years. The esteemed jeweler is known for transforming semi-precious gemstones and textured metals into wearable works of art. 18- and 22-karat yellow gold. ",2375.00,,https://gumps.com/products/earrings-18kt-22kt-yg-small-mobius,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/661564_1.jpg,661564
11478,31867667775573,Tiny Emerald Crystal Earrings,"Made of yellow gold, these elegant earrings are set with rough cut emeralds. A native of Germany now based in San Francisco, Petra Class has been handcrafting sculptural, contemporary jewelry for over 25 years. The esteemed jeweler is known for transforming semi-precious gemstones and textured metals into wearable works of art. Emeralds. 18- and 22-karat karat yellow gold. 1/4""L x 1/4""W. ",1265.00,,https://gumps.com/products/earrings-18k22yg-sm-emerald-crystal-tiny,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/661571_1.jpg,661571
7425,32040461074517,Silver Six-Station Shou Necklace,"One of our signature symbols at Gump's, the shou represents long life and prosperity — a sign of good fortune in Chinese culture. Since 1861, Gump's has been a destination for jewelry that is distinctive, extraordinary and timeless. Shou, 1/2"" Diam. Sterling Silver. 33""L.",450.00,,https://gumps.com/products/gump-x27-s-signature-sterling-silver-six-station-shou-necklace,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/661898_1.jpg,661898
4071,31682239332437,Pavé Diamond & Gold Open Link Drop Earrings,"Crafted of yellow gold, these stunning drop earrings lend a little sparkle to your look with shimmering diamonds. 18-karat yellow and white gold. Diamonds, 0.32ctw. Pierced only. 1 3/4""L.  ",3250.00,,https://gumps.com/products/earrings-18kt-yg-68-dia-0-32ct-drop,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/662045-1.jpg,662045 : 662045 PE
